antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'swelled lymph nodes', 'loss of appetite'})","frozenset({'malaise', 'mild fever'})",0.046341463414634146,0.0475609756097561,0.045121951219512194,0.9736842105263158,20.472334682861,1.0,0.04291790600832837,36.192682926829306,0.9973733324116956,0.9249999999999999,0.9723701058022778,0.9612010796221322
"frozenset({'headache', 'loss of appetite'})",frozenset({'red spots over body'}),0.046341463414634146,0.0475609756097561,0.045121951219512194,0.9736842105263158,20.472334682861,1.0,0.04291790600832837,36.192682926829306,0.9973733324116956,0.9249999999999999,0.9723701058022778,0.9612010796221322
frozenset({'red spots over body'}),"frozenset({'headache', 'loss of appetite'})",0.0475609756097561,0.046341463414634146,0.045121951219512194,0.9487179487179487,20.472334682860996,1.0,0.04291790600832837,18.596341463414618,0.9986503789320691,0.9249999999999999,0.9462259820316086,0.9612010796221322
"frozenset({'malaise', 'mild fever'})","frozenset({'swelled lymph nodes', 'loss of appetite'})",0.0475609756097561,0.046341463414634146,0.045121951219512194,0.9487179487179487,20.472334682860996,1.0,0.04291790600832837,18.596341463414618,0.9986503789320691,0.9249999999999999,0.9462259820316086,0.9612010796221322
"frozenset({'loss of appetite', 'skin rash'})",frozenset({'red spots over body'}),0.045121951219512194,0.0475609756097561,0.04390243902439024,0.9729729729729729,20.457380457380456,1.0,0.041756395002974414,35.24024390243895,0.996062154108131,0.8999999999999999,0.971623351905042,0.948024948024948
frozenset({'red spots over body'}),"frozenset({'loss of appetite', 'skin rash'})",0.0475609756097561,0.045121951219512194,0.04390243902439024,0.923076923076923,20.457380457380456,1.0,0.041756395002974414,12.413414634146331,0.9986128894579599,0.8999999999999999,0.9194419884075056,0.948024948024948
"frozenset({'malaise', 'skin rash'})",frozenset({'red spots over body'}),0.045121951219512194,0.0475609756097561,0.04390243902439024,0.9729729729729729,20.457380457380456,1.0,0.041756395002974414,35.24024390243895,0.996062154108131,0.8999999999999999,0.971623351905042,0.948024948024948
frozenset({'red spots over body'}),"frozenset({'headache', 'malaise', 'loss of appetite'})",0.0475609756097561,0.045121951219512194,0.04390243902439024,0.923076923076923,20.457380457380456,1.0,0.041756395002974414,12.413414634146331,0.9986128894579599,0.8999999999999999,0.9194419884075056,0.948024948024948
"frozenset({'headache', 'malaise', 'loss of appetite'})",frozenset({'red spots over body'}),0.045121951219512194,0.0475609756097561,0.04390243902439024,0.9729729729729729,20.457380457380456,1.0,0.041756395002974414,35.24024390243895,0.996062154108131,0.8999999999999999,0.971623351905042,0.948024948024948
frozenset({'red spots over body'}),"frozenset({'malaise', 'skin rash'})",0.0475609756097561,0.045121951219512194,0.04390243902439024,0.923076923076923,20.457380457380456,1.0,0.041756395002974414,12.413414634146331,0.9986128894579599,0.8999999999999999,0.9194419884075056,0.948024948024948
frozenset({'red spots over body'}),"frozenset({'headache', 'skin rash'})",0.0475609756097561,0.045121951219512194,0.04390243902439024,0.923076923076923,20.457380457380456,1.0,0.041756395002974414,12.413414634146331,0.9986128894579599,0.8999999999999999,0.9194419884075056,0.948024948024948
"frozenset({'headache', 'skin rash'})",frozenset({'red spots over body'}),0.045121951219512194,0.0475609756097561,0.04390243902439024,0.9729729729729729,20.457380457380456,1.0,0.041756395002974414,35.24024390243895,0.996062154108131,0.8999999999999999,0.971623351905042,0.948024948024948
frozenset({'painful walking'}),frozenset({'swelling joints'}),0.046341463414634146,0.046341463414634146,0.04390243902439024,0.9473684210526315,20.44321329639889,1.0,0.04175490779298037,18.11951219512193,0.9973003694231317,0.8999999999999999,0.9448108762955982,0.9473684210526315
"frozenset({'headache', 'loss of appetite'})","frozenset({'red spots over body', 'malaise'})",0.046341463414634146,0.046341463414634146,0.04390243902439024,0.9473684210526315,20.44321329639889,1.0,0.04175490779298037,18.11951219512193,0.9973003694231317,0.8999999999999999,0.9448108762955982,0.9473684210526315
"frozenset({'red spots over body', 'malaise'})","frozenset({'headache', 'loss of appetite'})",0.046341463414634146,0.046341463414634146,0.04390243902439024,0.9473684210526315,20.44321329639889,1.0,0.04175490779298037,18.11951219512193,0.9973003694231317,0.8999999999999999,0.9448108762955982,0.9473684210526315
frozenset({'swelling joints'}),frozenset({'painful walking'}),0.046341463414634146,0.046341463414634146,0.04390243902439024,0.9473684210526315,20.44321329639889,1.0,0.04175490779298037,18.11951219512193,0.9973003694231317,0.8999999999999999,0.9448108762955982,0.9473684210526315
frozenset({'red spots over body'}),"frozenset({'headache', 'high fever', 'loss of appetite'})",0.0475609756097561,0.04390243902439024,0.042682926829268296,0.8974358974358975,20.441595441595442,1.0,0.04059488399762047,9.321951219512197,0.9985732577281875,0.8750000000000001,0.8927263212977499,0.9348290598290598
"frozenset({'headache', 'loss of appetite', 'skin rash'})",frozenset({'red spots over body'}),0.04390243902439024,0.0475609756097561,0.042682926829268296,0.9722222222222223,20.441595441595442,1.0,0.04059488399762047,34.2878048780489,0.9947521865889214,0.8750000000000001,0.9708351116801822,0.9348290598290598
"frozenset({'headache', 'fatigue', 'loss of appetite'})",frozenset({'red spots over body'}),0.04390243902439024,0.0475609756097561,0.042682926829268296,0.9722222222222223,20.441595441595442,1.0,0.04059488399762047,34.2878048780489,0.9947521865889214,0.8750000000000001,0.9708351116801822,0.9348290598290598
"frozenset({'malaise', 'loss of appetite', 'skin rash'})",frozenset({'red spots over body'}),0.04390243902439024,0.0475609756097561,0.042682926829268296,0.9722222222222223,20.441595441595442,1.0,0.04059488399762047,34.2878048780489,0.9947521865889214,0.8750000000000001,0.9708351116801822,0.9348290598290598
frozenset({'red spots over body'}),"frozenset({'fatigue', 'skin rash'})",0.0475609756097561,0.04390243902439024,0.042682926829268296,0.8974358974358975,20.441595441595442,1.0,0.04059488399762047,9.321951219512197,0.9985732577281875,0.8750000000000001,0.8927263212977499,0.9348290598290598
"frozenset({'headache', 'high fever', 'loss of appetite'})",frozenset({'red spots over body'}),0.04390243902439024,0.0475609756097561,0.042682926829268296,0.9722222222222223,20.441595441595442,1.0,0.04059488399762047,34.2878048780489,0.9947521865889214,0.8750000000000001,0.9708351116801822,0.9348290598290598
"frozenset({'fatigue', 'skin rash'})",frozenset({'red spots over body'}),0.04390243902439024,0.0475609756097561,0.042682926829268296,0.9722222222222223,20.441595441595442,1.0,0.04059488399762047,34.2878048780489,0.9947521865889214,0.8750000000000001,0.9708351116801822,0.9348290598290598
frozenset({'red spots over body'}),"frozenset({'malaise', 'loss of appetite', 'skin rash'})",0.0475609756097561,0.04390243902439024,0.042682926829268296,0.8974358974358975,20.441595441595442,1.0,0.04059488399762047,9.321951219512197,0.9985732577281875,0.8750000000000001,0.8927263212977499,0.9348290598290598
frozenset({'red spots over body'}),"frozenset({'headache', 'malaise', 'skin rash'})",0.0475609756097561,0.04390243902439024,0.042682926829268296,0.8974358974358975,20.441595441595442,1.0,0.04059488399762047,9.321951219512197,0.9985732577281875,0.8750000000000001,0.8927263212977499,0.9348290598290598
frozenset({'red spots over body'}),"frozenset({'headache', 'fatigue', 'loss of appetite'})",0.0475609756097561,0.04390243902439024,0.042682926829268296,0.8974358974358975,20.441595441595442,1.0,0.04059488399762047,9.321951219512197,0.9985732577281875,0.8750000000000001,0.8927263212977499,0.9348290598290598
"frozenset({'headache', 'malaise', 'skin rash'})",frozenset({'red spots over body'}),0.04390243902439024,0.0475609756097561,0.042682926829268296,0.9722222222222223,20.441595441595442,1.0,0.04059488399762047,34.2878048780489,0.9947521865889214,0.8750000000000001,0.9708351116801822,0.9348290598290598
frozenset({'red spots over body'}),"frozenset({'headache', 'loss of appetite', 'skin rash'})",0.0475609756097561,0.04390243902439024,0.042682926829268296,0.8974358974358975,20.441595441595442,1.0,0.04059488399762047,9.321951219512197,0.9985732577281875,0.8750000000000001,0.8927263212977499,0.9348290598290598
"frozenset({'headache', 'fatigue', 'skin rash'})",frozenset({'red spots over body'}),0.042682926829268296,0.0475609756097561,0.041463414634146344,0.9714285714285714,20.424908424908423,1.0,0.03943337299226651,33.33536585365852,0.9934432371674786,0.8500000000000001,0.9700018291567587,0.9216117216117217
frozenset({'red spots over body'}),"frozenset({'headache', 'fatigue', 'skin rash'})",0.0475609756097561,0.042682926829268296,0.041463414634146344,0.8717948717948718,20.424908424908423,1.0,0.03943337299226651,7.467073170731708,0.998531294720193,0.8500000000000001,0.8660787195819043,0.9216117216117217
frozenset({'red spots over body'}),"frozenset({'high fever', 'loss of appetite', 'skin rash'})",0.0475609756097561,0.042682926829268296,0.041463414634146344,0.8717948717948718,20.424908424908423,1.0,0.03943337299226651,7.467073170731708,0.998531294720193,0.8500000000000001,0.8660787195819043,0.9216117216117217
frozenset({'red spots over body'}),"frozenset({'fatigue', 'loss of appetite', 'skin rash'})",0.0475609756097561,0.042682926829268296,0.041463414634146344,0.8717948717948718,20.424908424908423,1.0,0.03943337299226651,7.467073170731708,0.998531294720193,0.8500000000000001,0.8660787195819043,0.9216117216117217
"frozenset({'malaise', 'high fever', 'skin rash'})",frozenset({'red spots over body'}),0.042682926829268296,0.0475609756097561,0.041463414634146344,0.9714285714285714,20.424908424908423,1.0,0.03943337299226651,33.33536585365852,0.9934432371674786,0.8500000000000001,0.9700018291567587,0.9216117216117217
frozenset({'red spots over body'}),"frozenset({'malaise', 'fatigue', 'skin rash'})",0.0475609756097561,0.042682926829268296,0.041463414634146344,0.8717948717948718,20.424908424908423,1.0,0.03943337299226651,7.467073170731708,0.998531294720193,0.8500000000000001,0.8660787195819043,0.9216117216117217
"frozenset({'high fever', 'loss of appetite', 'skin rash'})",frozenset({'red spots over body'}),0.042682926829268296,0.0475609756097561,0.041463414634146344,0.9714285714285714,20.424908424908423,1.0,0.03943337299226651,33.33536585365852,0.9934432371674786,0.8500000000000001,0.9700018291567587,0.9216117216117217
"frozenset({'malaise', 'fatigue', 'skin rash'})",frozenset({'red spots over body'}),0.042682926829268296,0.0475609756097561,0.041463414634146344,0.9714285714285714,20.424908424908423,1.0,0.03943337299226651,33.33536585365852,0.9934432371674786,0.8500000000000001,0.9700018291567587,0.9216117216117217
"frozenset({'headache', 'high fever', 'skin rash'})",frozenset({'red spots over body'}),0.042682926829268296,0.0475609756097561,0.041463414634146344,0.9714285714285714,20.424908424908423,1.0,0.03943337299226651,33.33536585365852,0.9934432371674786,0.8500000000000001,0.9700018291567587,0.9216117216117217
frozenset({'red spots over body'}),"frozenset({'malaise', 'high fever', 'skin rash'})",0.0475609756097561,0.042682926829268296,0.041463414634146344,0.8717948717948718,20.424908424908423,1.0,0.03943337299226651,7.467073170731708,0.998531294720193,0.8500000000000001,0.8660787195819043,0.9216117216117217
frozenset({'red spots over body'}),"frozenset({'headache', 'high fever', 'skin rash'})",0.0475609756097561,0.042682926829268296,0.041463414634146344,0.8717948717948718,20.424908424908423,1.0,0.03943337299226651,7.467073170731708,0.998531294720193,0.8500000000000001,0.8660787195819043,0.9216117216117217
"frozenset({'fatigue', 'loss of appetite', 'skin rash'})",frozenset({'red spots over body'}),0.042682926829268296,0.0475609756097561,0.041463414634146344,0.9714285714285714,20.424908424908423,1.0,0.03943337299226651,33.33536585365852,0.9934432371674786,0.8500000000000001,0.9700018291567587,0.9216117216117217
frozenset({'mood swings'}),"frozenset({'fatigue', 'abnormal menstruation'})",0.046341463414634146,0.045121951219512194,0.042682926829268296,0.9210526315789475,20.412517780938835,1.0,0.04059190957763237,12.095121951219525,0.9972232371209355,0.8750000000000001,0.917322040734019,0.9334992887624467
"frozenset({'fatigue', 'abnormal menstruation'})",frozenset({'mood swings'}),0.045121951219512194,0.046341463414634146,0.042682926829268296,0.945945945945946,20.412517780938835,1.0,0.04059190957763237,17.642682926829302,0.9959496442255064,0.8750000000000001,0.9433192783576416,0.9334992887624467
"frozenset({'headache', 'loss of appetite'})","frozenset({'red spots over body', 'fatigue'})",0.046341463414634146,0.045121951219512194,0.042682926829268296,0.9210526315789475,20.412517780938835,1.0,0.04059190957763237,12.095121951219525,0.9972232371209355,0.8750000000000001,0.917322040734019,0.9334992887624467
"frozenset({'fatigue', 'abnormal menstruation'})","frozenset({'mood swings', 'irritability'})",0.045121951219512194,0.046341463414634146,0.042682926829268296,0.945945945945946,20.412517780938835,1.0,0.04059190957763237,17.642682926829302,0.9959496442255064,0.8750000000000001,0.9433192783576416,0.9334992887624467
"frozenset({'swelled lymph nodes', 'loss of appetite'})","frozenset({'high fever', 'mild fever'})",0.046341463414634146,0.045121951219512194,0.042682926829268296,0.9210526315789475,20.412517780938835,1.0,0.04059190957763237,12.095121951219525,0.9972232371209355,0.8750000000000001,0.917322040734019,0.9334992887624467
"frozenset({'high fever', 'mild fever'})","frozenset({'swelled lymph nodes', 'loss of appetite'})",0.045121951219512194,0.046341463414634146,0.042682926829268296,0.945945945945946,20.412517780938835,1.0,0.04059190957763237,17.642682926829302,0.9959496442255064,0.8750000000000001,0.9433192783576416,0.9334992887624467
"frozenset({'red spots over body', 'fatigue'})","frozenset({'headache', 'loss of appetite'})",0.045121951219512194,0.046341463414634146,0.042682926829268296,0.945945945945946,20.412517780938835,1.0,0.04059190957763237,17.642682926829302,0.9959496442255064,0.8750000000000001,0.9433192783576416,0.9334992887624467
"frozenset({'mood swings', 'irritability'})","frozenset({'fatigue', 'abnormal menstruation'})",0.046341463414634146,0.045121951219512194,0.042682926829268296,0.9210526315789475,20.412517780938835,1.0,0.04059190957763237,12.095121951219525,0.9972232371209355,0.8750000000000001,0.917322040734019,0.9334992887624467
frozenset({'mood swings'}),"frozenset({'irritability', 'fatigue', 'abnormal menstruation'})",0.046341463414634146,0.045121951219512194,0.042682926829268296,0.9210526315789475,20.412517780938835,1.0,0.04059190957763237,12.095121951219525,0.9972232371209355,0.8750000000000001,0.917322040734019,0.9334992887624467
"frozenset({'headache', 'skin rash'})","frozenset({'red spots over body', 'malaise'})",0.045121951219512194,0.046341463414634146,0.042682926829268296,0.945945945945946,20.412517780938835,1.0,0.04059190957763237,17.642682926829302,0.9959496442255064,0.8750000000000001,0.9433192783576416,0.9334992887624467
"frozenset({'red spots over body', 'malaise'})","frozenset({'loss of appetite', 'skin rash'})",0.046341463414634146,0.045121951219512194,0.042682926829268296,0.9210526315789475,20.412517780938835,1.0,0.04059190957763237,12.095121951219525,0.9972232371209355,0.8750000000000001,0.917322040734019,0.9334992887624467
"frozenset({'malaise', 'skin rash'})","frozenset({'headache', 'loss of appetite'})",0.045121951219512194,0.046341463414634146,0.042682926829268296,0.945945945945946,20.412517780938835,1.0,0.04059190957763237,17.642682926829302,0.9959496442255064,0.8750000000000001,0.9433192783576416,0.9334992887624467
"frozenset({'malaise', 'skin rash'})","frozenset({'headache', 'red spots over body'})",0.045121951219512194,0.046341463414634146,0.042682926829268296,0.945945945945946,20.412517780938835,1.0,0.04059190957763237,17.642682926829302,0.9959496442255064,0.8750000000000001,0.9433192783576416,0.9334992887624467
"frozenset({'red spots over body', 'loss of appetite'})","frozenset({'malaise', 'skin rash'})",0.046341463414634146,0.045121951219512194,0.042682926829268296,0.9210526315789475,20.412517780938835,1.0,0.04059190957763237,12.095121951219525,0.9972232371209355,0.8750000000000001,0.917322040734019,0.9334992887624467
"frozenset({'headache', 'loss of appetite'})","frozenset({'red spots over body', 'skin rash'})",0.046341463414634146,0.045121951219512194,0.042682926829268296,0.9210526315789475,20.412517780938835,1.0,0.04059190957763237,12.095121951219525,0.9972232371209355,0.8750000000000001,0.917322040734019,0.9334992887624467
"frozenset({'headache', 'skin rash'})","frozenset({'red spots over body', 'loss of appetite'})",0.045121951219512194,0.046341463414634146,0.042682926829268296,0.945945945945946,20.412517780938835,1.0,0.04059190957763237,17.642682926829302,0.9959496442255064,0.8750000000000001,0.9433192783576416,0.9334992887624467
"frozenset({'swelled lymph nodes', 'loss of appetite'})","frozenset({'fatigue', 'mild fever'})",0.046341463414634146,0.045121951219512194,0.042682926829268296,0.9210526315789475,20.412517780938835,1.0,0.04059190957763237,12.095121951219525,0.9972232371209355,0.8750000000000001,0.917322040734019,0.9334992887624467
"frozenset({'fatigue', 'mild fever'})","frozenset({'swelled lymph nodes', 'loss of appetite'})",0.045121951219512194,0.046341463414634146,0.042682926829268296,0.945945945945946,20.412517780938835,1.0,0.04059190957763237,17.642682926829302,0.9959496442255064,0.8750000000000001,0.9433192783576416,0.9334992887624467
"frozenset({'malaise', 'skin rash'})","frozenset({'red spots over body', 'loss of appetite'})",0.045121951219512194,0.046341463414634146,0.042682926829268296,0.945945945945946,20.412517780938835,1.0,0.04059190957763237,17.642682926829302,0.9959496442255064,0.8750000000000001,0.9433192783576416,0.9334992887624467
"frozenset({'red spots over body', 'loss of appetite'})","frozenset({'headache', 'skin rash'})",0.046341463414634146,0.045121951219512194,0.042682926829268296,0.9210526315789475,20.412517780938835,1.0,0.04059190957763237,12.095121951219525,0.9972232371209355,0.8750000000000001,0.917322040734019,0.9334992887624467
"frozenset({'loss of appetite', 'skin rash'})","frozenset({'red spots over body', 'malaise'})",0.045121951219512194,0.046341463414634146,0.042682926829268296,0.945945945945946,20.412517780938835,1.0,0.04059190957763237,17.642682926829302,0.9959496442255064,0.8750000000000001,0.9433192783576416,0.9334992887624467
"frozenset({'red spots over body', 'skin rash'})","frozenset({'headache', 'loss of appetite'})",0.045121951219512194,0.046341463414634146,0.042682926829268296,0.945945945945946,20.412517780938835,1.0,0.04059190957763237,17.642682926829302,0.9959496442255064,0.8750000000000001,0.9433192783576416,0.9334992887624467
"frozenset({'loss of appetite', 'skin rash'})","frozenset({'headache', 'red spots over body'})",0.045121951219512194,0.046341463414634146,0.042682926829268296,0.945945945945946,20.412517780938835,1.0,0.04059190957763237,17.642682926829302,0.9959496442255064,0.8750000000000001,0.9433192783576416,0.9334992887624467
"frozenset({'headache', 'red spots over body'})","frozenset({'malaise', 'skin rash'})",0.046341463414634146,0.045121951219512194,0.042682926829268296,0.9210526315789475,20.412517780938835,1.0,0.04059190957763237,12.095121951219525,0.9972232371209355,0.8750000000000001,0.917322040734019,0.9334992887624467
"frozenset({'headache', 'loss of appetite'})","frozenset({'malaise', 'skin rash'})",0.046341463414634146,0.045121951219512194,0.042682926829268296,0.9210526315789475,20.412517780938835,1.0,0.04059190957763237,12.095121951219525,0.9972232371209355,0.8750000000000001,0.917322040734019,0.9334992887624467
"frozenset({'irritability', 'fatigue', 'abnormal menstruation'})",frozenset({'mood swings'}),0.045121951219512194,0.046341463414634146,0.042682926829268296,0.945945945945946,20.412517780938835,1.0,0.04059190957763237,17.642682926829302,0.9959496442255064,0.8750000000000001,0.9433192783576416,0.9334992887624467
"frozenset({'chills', 'loss of appetite'})","frozenset({'malaise', 'vomiting'})",0.046341463414634146,0.045121951219512194,0.042682926829268296,0.9210526315789475,20.412517780938835,1.0,0.04059190957763237,12.095121951219525,0.9972232371209355,0.8750000000000001,0.917322040734019,0.9334992887624467
"frozenset({'malaise', 'vomiting'})","frozenset({'chills', 'loss of appetite'})",0.045121951219512194,0.046341463414634146,0.042682926829268296,0.945945945945946,20.412517780938835,1.0,0.04059190957763237,17.642682926829302,0.9959496442255064,0.8750000000000001,0.9433192783576416,0.9334992887624467
"frozenset({'headache', 'loss of appetite'})","frozenset({'red spots over body', 'high fever'})",0.046341463414634146,0.045121951219512194,0.042682926829268296,0.9210526315789475,20.412517780938835,1.0,0.04059190957763237,12.095121951219525,0.9972232371209355,0.8750000000000001,0.917322040734019,0.9334992887624467
"frozenset({'red spots over body', 'high fever'})","frozenset({'headache', 'loss of appetite'})",0.045121951219512194,0.046341463414634146,0.042682926829268296,0.945945945945946,20.412517780938835,1.0,0.04059190957763237,17.642682926829302,0.9959496442255064,0.8750000000000001,0.9433192783576416,0.9334992887624467
"frozenset({'red spots over body', 'malaise'})","frozenset({'headache', 'skin rash'})",0.046341463414634146,0.045121951219512194,0.042682926829268296,0.9210526315789475,20.412517780938835,1.0,0.04059190957763237,12.095121951219525,0.9972232371209355,0.8750000000000001,0.917322040734019,0.9334992887624467
"frozenset({'headache', 'red spots over body'})","frozenset({'loss of appetite', 'skin rash'})",0.046341463414634146,0.045121951219512194,0.042682926829268296,0.9210526315789475,20.412517780938835,1.0,0.04059190957763237,12.095121951219525,0.9972232371209355,0.8750000000000001,0.917322040734019,0.9334992887624467
"frozenset({'fatigue', 'high fever', 'skin rash'})",frozenset({'red spots over body'}),0.041463414634146344,0.0475609756097561,0.04024390243902439,0.9705882352941176,20.407239819004523,1.0,0.038271861986912556,32.382926829268285,0.9921350913717327,0.8250000000000001,0.9691195300143105,0.9083710407239819
frozenset({'red spots over body'}),"frozenset({'fatigue', 'high fever', 'skin rash'})",0.0475609756097561,0.041463414634146344,0.04024390243902439,0.8461538461538461,20.407239819004523,1.0,0.038271861986912556,6.230487804878048,0.9984867884995928,0.8250000000000001,0.8394989234683891,0.9083710407239819
"frozenset({'loss of appetite', 'lethargy'})","frozenset({'itching', 'malaise'})",0.04390243902439024,0.046341463414634146,0.041463414634146344,0.9444444444444445,20.38011695906433,1.0,0.03942891136228436,17.165853658536612,0.9945978391356544,0.8500000000000001,0.9417448138675761,0.9195906432748538
"frozenset({'fatigue', 'skin rash'})","frozenset({'headache', 'red spots over body'})",0.04390243902439024,0.046341463414634146,0.041463414634146344,0.9444444444444445,20.38011695906433,1.0,0.03942891136228436,17.165853658536612,0.9945978391356544,0.8500000000000001,0.9417448138675761,0.9195906432748538
"frozenset({'fatigue', 'skin rash'})","frozenset({'red spots over body', 'malaise'})",0.04390243902439024,0.046341463414634146,0.041463414634146344,0.9444444444444445,20.38011695906433,1.0,0.03942891136228436,17.165853658536612,0.9945978391356544,0.8500000000000001,0.9417448138675761,0.9195906432748538
"frozenset({'fatigue', 'skin rash'})","frozenset({'red spots over body', 'loss of appetite'})",0.04390243902439024,0.046341463414634146,0.041463414634146344,0.9444444444444445,20.38011695906433,1.0,0.03942891136228436,17.165853658536612,0.9945978391356544,0.8500000000000001,0.9417448138675761,0.9195906432748538
"frozenset({'fatigue', 'skin rash'})","frozenset({'headache', 'loss of appetite'})",0.04390243902439024,0.046341463414634146,0.041463414634146344,0.9444444444444445,20.38011695906433,1.0,0.03942891136228436,17.165853658536612,0.9945978391356544,0.8500000000000001,0.9417448138675761,0.9195906432748538
"frozenset({'excessive hunger', 'weight loss'})",frozenset({'restlessness'}),0.04390243902439024,0.046341463414634146,0.041463414634146344,0.9444444444444445,20.38011695906433,1.0,0.03942891136228436,17.165853658536612,0.9945978391356544,0.8500000000000001,0.9417448138675761,0.9195906432748538
"frozenset({'headache', 'loss of appetite'})","frozenset({'fatigue', 'skin rash'})",0.046341463414634146,0.04390243902439024,0.041463414634146344,0.8947368421052632,20.380116959064328,1.0,0.03942891136228436,9.082926829268294,0.9971415676244925,0.8500000000000001,0.8899033297529538,0.9195906432748538
"frozenset({'red spots over body', 'loss of appetite'})","frozenset({'fatigue', 'skin rash'})",0.046341463414634146,0.04390243902439024,0.041463414634146344,0.8947368421052632,20.380116959064328,1.0,0.03942891136228436,9.082926829268294,0.9971415676244925,0.8500000000000001,0.8899033297529538,0.9195906432748538
"frozenset({'headache', 'red spots over body'})","frozenset({'fatigue', 'skin rash'})",0.046341463414634146,0.04390243902439024,0.041463414634146344,0.8947368421052632,20.380116959064328,1.0,0.03942891136228436,9.082926829268294,0.9971415676244925,0.8500000000000001,0.8899033297529538,0.9195906432748538
frozenset({'restlessness'}),"frozenset({'excessive hunger', 'weight loss'})",0.046341463414634146,0.04390243902439024,0.041463414634146344,0.8947368421052632,20.380116959064328,1.0,0.03942891136228436,9.082926829268294,0.9971415676244925,0.8500000000000001,0.8899033297529538,0.9195906432748538
"frozenset({'red spots over body', 'malaise'})","frozenset({'fatigue', 'skin rash'})",0.046341463414634146,0.04390243902439024,0.041463414634146344,0.8947368421052632,20.380116959064328,1.0,0.03942891136228436,9.082926829268294,0.9971415676244925,0.8500000000000001,0.8899033297529538,0.9195906432748538
"frozenset({'itching', 'malaise'})","frozenset({'loss of appetite', 'lethargy'})",0.046341463414634146,0.04390243902439024,0.041463414634146344,0.8947368421052632,20.380116959064328,1.0,0.03942891136228436,9.082926829268294,0.9971415676244925,0.8500000000000001,0.8899033297529538,0.9195906432748538
"frozenset({'malaise', 'skin rash'})","frozenset({'red spots over body', 'fatigue'})",0.045121951219512194,0.045121951219512194,0.041463414634146344,0.918918918918919,20.365230094959827,1.0,0.03942742415229031,11.77682926829269,0.9958305161144918,0.8500000000000001,0.9150875012943979,0.918918918918919
"frozenset({'loss of appetite', 'skin rash'})","frozenset({'red spots over body', 'high fever'})",0.045121951219512194,0.045121951219512194,0.041463414634146344,0.918918918918919,20.365230094959827,1.0,0.03942742415229031,11.77682926829269,0.9958305161144918,0.8500000000000001,0.9150875012943979,0.918918918918919
